,image,mask
12151,images4\09686.png,labels4\09686.png
8085,images3\05620.png,labels3\05620.png
12772,images5\10307.png,labels5\10307.png
9535,images3\07070.png,labels3\07070.png
1121,images1\01122.png,labels1\01122.png
1466,images1\01467.png,labels1\01467.png
10123,images4\07658.png,labels4\07658.png
21291,images8\18826.png,labels8\18826.png
19764,images7\17299.png,labels7\17299.png
15763,images6\13298.png,labels6\13298.png
22539,images9\20074.png,labels9\20074.png
9352,images3\06887.png,labels3\06887.png
23776,images9\21311.png,labels9\21311.png
22143,images8\19678.png,labels8\19678.png
16536,images6\14071.png,labels6\14071.png
18237,images7\15772.png,labels7\15772.png
15802,images6\13337.png,labels6\13337.png
15526,images6\13061.png,labels6\13061.png
19139,images7\16674.png,labels7\16674.png
16793,images6\14328.png,labels6\14328.png
10038,images4\07573.png,labels4\07573.png
2910,images10\22911.png,labels10\22911.png
5712,images2\03247.png,labels2\03247.png
353,images1\00354.png,labels1\00354.png
13719,images5\11254.png,labels5\11254.png
8295,images3\05830.png,labels3\05830.png
20648,images8\18183.png,labels8\18183.png
10814,images4\08349.png,labels4\08349.png
15168,images6\12703.png,labels6\12703.png
20625,images8\18160.png,labels8\18160.png
767,images1\00768.png,labels1\00768.png
4280,images10\24281.png,labels10\24281.png
118,images1\00119.png,labels1\00119.png
11579,images4\09114.png,labels4\09114.png
24404,images9\21939.png,labels9\21939.png
22343,images8\19878.png,labels8\19878.png
23070,images9\20605.png,labels9\20605.png
2934,images10\22935.png,labels10\22935.png
1483,images1\01484.png,labels1\01484.png
22804,images9\20339.png,labels9\20339.png
2243,images1\02244.png,labels1\02244.png
15684,images6\13219.png,labels6\13219.png
23750,images9\21285.png,labels9\21285.png
17625,images7\15160.png,labels7\15160.png
801,images1\00802.png,labels1\00802.png
14738,images5\12273.png,labels5\12273.png
22314,images8\19849.png,labels8\19849.png
19281,images7\16816.png,labels7\16816.png
2359,images1\02360.png,labels1\02360.png
10481,images4\08016.png,labels4\08016.png
21946,images8\19481.png,labels8\19481.png
22354,images8\19889.png,labels8\19889.png
945,images1\00946.png,labels1\00946.png
11358,images4\08893.png,labels4\08893.png
22078,images8\19613.png,labels8\19613.png
14477,images5\12012.png,labels5\12012.png
10823,images4\08358.png,labels4\08358.png
2308,images1\02309.png,labels1\02309.png
322,images1\00323.png,labels1\00323.png
14314,images5\11849.png,labels5\11849.png
5660,images2\03195.png,labels2\03195.png
4774,images10\24775.png,labels10\24775.png
8931,images3\06466.png,labels3\06466.png
20753,images8\18288.png,labels8\18288.png
19958,images7\17493.png,labels7\17493.png
1991,images1\01992.png,labels1\01992.png
9488,images3\07023.png,labels3\07023.png
16605,images6\14140.png,labels6\14140.png
14516,images5\12051.png,labels5\12051.png
13214,images5\10749.png,labels5\10749.png
9684,images3\07219.png,labels3\07219.png
21812,images8\19347.png,labels8\19347.png
3289,images10\23290.png,labels10\23290.png
22774,images9\20309.png,labels9\20309.png
5091,images2\02626.png,labels2\02626.png
3278,images10\23279.png,labels10\23279.png
17711,images7\15246.png,labels7\15246.png
4399,images10\24400.png,labels10\24400.png
136,images1\00137.png,labels1\00137.png
6487,images2\04022.png,labels2\04022.png
17728,images7\15263.png,labels7\15263.png
6264,images2\03799.png,labels2\03799.png
14829,images5\12364.png,labels5\12364.png
9491,images3\07026.png,labels3\07026.png
22930,images9\20465.png,labels9\20465.png
13696,images5\11231.png,labels5\11231.png
17260,images6\14795.png,labels6\14795.png
23510,images9\21045.png,labels9\21045.png
21004,images8\18539.png,labels8\18539.png
12842,images5\10377.png,labels5\10377.png
11571,images4\09106.png,labels4\09106.png
499,images1\00500.png,labels1\00500.png
10072,images4\07607.png,labels4\07607.png
5333,images2\02868.png,labels2\02868.png
14490,images5\12025.png,labels5\12025.png
12513,images5\10048.png,labels5\10048.png
10024,images4\07559.png,labels4\07559.png
2053,images1\02054.png,labels1\02054.png
3543,images10\23544.png,labels10\23544.png
24647,images9\22182.png,labels9\22182.png
23825,images9\21360.png,labels9\21360.png
4105,images10\24106.png,labels10\24106.png
10043,images4\07578.png,labels4\07578.png
12203,images4\09738.png,labels4\09738.png
20802,images8\18337.png,labels8\18337.png
20734,images8\18269.png,labels8\18269.png
10836,images4\08371.png,labels4\08371.png
175,images1\00176.png,labels1\00176.png
22524,images9\20059.png,labels9\20059.png
21357,images8\18892.png,labels8\18892.png
18200,images7\15735.png,labels7\15735.png
9775,images3\07310.png,labels3\07310.png
24055,images9\21590.png,labels9\21590.png
12082,images4\09617.png,labels4\09617.png
4507,images10\24508.png,labels10\24508.png
12744,images5\10279.png,labels5\10279.png
22432,images8\19967.png,labels8\19967.png
11079,images4\08614.png,labels4\08614.png
14119,images5\11654.png,labels5\11654.png
21190,images8\18725.png,labels8\18725.png
9108,images3\06643.png,labels3\06643.png
18891,images7\16426.png,labels7\16426.png
10070,images4\07605.png,labels4\07605.png
5540,images2\03075.png,labels2\03075.png
2241,images1\02242.png,labels1\02242.png
7271,images2\04806.png,labels2\04806.png
2307,images1\02308.png,labels1\02308.png
9290,images3\06825.png,labels3\06825.png
7543,images3\05078.png,labels3\05078.png
20921,images8\18456.png,labels8\18456.png
1506,images1\01507.png,labels1\01507.png
6673,images2\04208.png,labels2\04208.png
23133,images9\20668.png,labels9\20668.png
4242,images10\24243.png,labels10\24243.png
10955,images4\08490.png,labels4\08490.png
17085,images6\14620.png,labels6\14620.png
16800,images6\14335.png,labels6\14335.png
24554,images9\22089.png,labels9\22089.png
4879,images10\24880.png,labels10\24880.png
6887,images2\04422.png,labels2\04422.png
10748,images4\08283.png,labels4\08283.png
11875,images4\09410.png,labels4\09410.png
19506,images7\17041.png,labels7\17041.png
20819,images8\18354.png,labels8\18354.png
24780,images9\22315.png,labels9\22315.png
15762,images6\13297.png,labels6\13297.png
3415,images10\23416.png,labels10\23416.png
19973,images8\17508.png,labels8\17508.png
6370,images2\03905.png,labels2\03905.png
2978,images10\22979.png,labels10\22979.png
4097,images10\24098.png,labels10\24098.png
8106,images3\05641.png,labels3\05641.png
8901,images3\06436.png,labels3\06436.png
5623,images2\03158.png,labels2\03158.png
116,images1\00117.png,labels1\00117.png
19406,images7\16941.png,labels7\16941.png
4962,images10\24963.png,labels10\24963.png
17405,images6\14940.png,labels6\14940.png
23469,images9\21004.png,labels9\21004.png
5190,images2\02725.png,labels2\02725.png
6789,images2\04324.png,labels2\04324.png
10527,images4\08062.png,labels4\08062.png
24447,images9\21982.png,labels9\21982.png
5284,images2\02819.png,labels2\02819.png
17674,images7\15209.png,labels7\15209.png
14320,images5\11855.png,labels5\11855.png
21673,images8\19208.png,labels8\19208.png
3686,images10\23687.png,labels10\23687.png
4398,images10\24399.png,labels10\24399.png
24364,images9\21899.png,labels9\21899.png
1160,images1\01161.png,labels1\01161.png
21905,images8\19440.png,labels8\19440.png
16819,images6\14354.png,labels6\14354.png
9932,images3\07467.png,labels3\07467.png
7997,images3\05532.png,labels3\05532.png
22890,images9\20425.png,labels9\20425.png
5714,images2\03249.png,labels2\03249.png
10215,images4\07750.png,labels4\07750.png
17051,images6\14586.png,labels6\14586.png
18789,images7\16324.png,labels7\16324.png
14850,images5\12385.png,labels5\12385.png
15932,images6\13467.png,labels6\13467.png
17807,images7\15342.png,labels7\15342.png
2202,images1\02203.png,labels1\02203.png
3046,images10\23047.png,labels10\23047.png
8049,images3\05584.png,labels3\05584.png
22485,images9\20020.png,labels9\20020.png
12054,images4\09589.png,labels4\09589.png
10571,images4\08106.png,labels4\08106.png
11617,images4\09152.png,labels4\09152.png
18327,images7\15862.png,labels7\15862.png
16264,images6\13799.png,labels6\13799.png
5306,images2\02841.png,labels2\02841.png
6327,images2\03862.png,labels2\03862.png
726,images1\00727.png,labels1\00727.png
15908,images6\13443.png,labels6\13443.png
12809,images5\10344.png,labels5\10344.png
8541,images3\06076.png,labels3\06076.png
3874,images10\23875.png,labels10\23875.png
8335,images3\05870.png,labels3\05870.png
14591,images5\12126.png,labels5\12126.png
21785,images8\19320.png,labels8\19320.png
1774,images1\01775.png,labels1\01775.png
9340,images3\06875.png,labels3\06875.png
5471,images2\03006.png,labels2\03006.png
7130,images2\04665.png,labels2\04665.png
7372,images2\04907.png,labels2\04907.png
6508,images2\04043.png,labels2\04043.png
14968,images6\12503.png,labels6\12503.png
2474,images1\02475.png,labels1\02475.png
2290,images1\02291.png,labels1\02291.png
224,images1\00225.png,labels1\00225.png
21572,images8\19107.png,labels8\19107.png
2681,images10\22682.png,labels10\22682.png
5626,images2\03161.png,labels2\03161.png
14442,images5\11977.png,labels5\11977.png
14343,images5\11878.png,labels5\11878.png
2309,images1\02310.png,labels1\02310.png
21091,images8\18626.png,labels8\18626.png
21298,images8\18833.png,labels8\18833.png
4924,images10\24925.png,labels10\24925.png
9132,images3\06667.png,labels3\06667.png
7378,images2\04913.png,labels2\04913.png
22942,images9\20477.png,labels9\20477.png
10427,images4\07962.png,labels4\07962.png
6016,images2\03551.png,labels2\03551.png
16033,images6\13568.png,labels6\13568.png
5970,images2\03505.png,labels2\03505.png
2094,images1\02095.png,labels1\02095.png
1937,images1\01938.png,labels1\01938.png
7355,images2\04890.png,labels2\04890.png
18289,images7\15824.png,labels7\15824.png
8013,images3\05548.png,labels3\05548.png
19558,images7\17093.png,labels7\17093.png
10304,images4\07839.png,labels4\07839.png
16760,images6\14295.png,labels6\14295.png
12109,images4\09644.png,labels4\09644.png
16464,images6\13999.png,labels6\13999.png
1726,images1\01727.png,labels1\01727.png
8292,images3\05827.png,labels3\05827.png
22393,images8\19928.png,labels8\19928.png
20970,images8\18505.png,labels8\18505.png
707,images1\00708.png,labels1\00708.png
9743,images3\07278.png,labels3\07278.png
22377,images8\19912.png,labels8\19912.png
16692,images6\14227.png,labels6\14227.png
8067,images3\05602.png,labels3\05602.png
6883,images2\04418.png,labels2\04418.png
5497,images2\03032.png,labels2\03032.png
2278,images1\02279.png,labels1\02279.png
19909,images7\17444.png,labels7\17444.png
16436,images6\13971.png,labels6\13971.png
12435,images4\09970.png,labels4\09970.png
10773,images4\08308.png,labels4\08308.png
22650,images9\20185.png,labels9\20185.png
8922,images3\06457.png,labels3\06457.png
12718,images5\10253.png,labels5\10253.png
5456,images2\02991.png,labels2\02991.png
2672,images10\22673.png,labels10\22673.png
24639,images9\22174.png,labels9\22174.png
11461,images4\08996.png,labels4\08996.png
11020,images4\08555.png,labels4\08555.png
11864,images4\09399.png,labels4\09399.png
18424,images7\15959.png,labels7\15959.png
700,images1\00701.png,labels1\00701.png
16296,images6\13831.png,labels6\13831.png
19187,images7\16722.png,labels7\16722.png
18246,images7\15781.png,labels7\15781.png
16990,images6\14525.png,labels6\14525.png
24775,images9\22310.png,labels9\22310.png
11047,images4\08582.png,labels4\08582.png
9522,images3\07057.png,labels3\07057.png
16514,images6\14049.png,labels6\14049.png
11952,images4\09487.png,labels4\09487.png
15010,images6\12545.png,labels6\12545.png
1694,images1\01695.png,labels1\01695.png
11955,images4\09490.png,labels4\09490.png
12503,images5\10038.png,labels5\10038.png
19620,images7\17155.png,labels7\17155.png
13046,images5\10581.png,labels5\10581.png
12572,images5\10107.png,labels5\10107.png
1646,images1\01647.png,labels1\01647.png
13111,images5\10646.png,labels5\10646.png
4063,images10\24064.png,labels10\24064.png
40,images1\00041.png,labels1\00041.png
4203,images10\24204.png,labels10\24204.png
368,images1\00369.png,labels1\00369.png
7454,images2\04989.png,labels2\04989.png
16666,images6\14201.png,labels6\14201.png
14587,images5\12122.png,labels5\12122.png
3843,images10\23844.png,labels10\23844.png
7719,images3\05254.png,labels3\05254.png
10840,images4\08375.png,labels4\08375.png
2897,images10\22898.png,labels10\22898.png
9310,images3\06845.png,labels3\06845.png
297,images1\00298.png,labels1\00298.png
17628,images7\15163.png,labels7\15163.png
18149,images7\15684.png,labels7\15684.png
13920,images5\11455.png,labels5\11455.png
21166,images8\18701.png,labels8\18701.png
22994,images9\20529.png,labels9\20529.png
18486,images7\16021.png,labels7\16021.png
12332,images4\09867.png,labels4\09867.png
7143,images2\04678.png,labels2\04678.png
23828,images9\21363.png,labels9\21363.png
4993,images2\02528.png,labels2\02528.png
3933,images10\23934.png,labels10\23934.png
22660,images9\20195.png,labels9\20195.png
8770,images3\06305.png,labels3\06305.png
9757,images3\07292.png,labels3\07292.png
8690,images3\06225.png,labels3\06225.png
4566,images10\24567.png,labels10\24567.png
15350,images6\12885.png,labels6\12885.png
2718,images10\22719.png,labels10\22719.png
17173,images6\14708.png,labels6\14708.png
24306,images9\21841.png,labels9\21841.png
81,images1\00082.png,labels1\00082.png
6097,images2\03632.png,labels2\03632.png
14954,images5\12489.png,labels5\12489.png
563,images1\00564.png,labels1\00564.png
19078,images7\16613.png,labels7\16613.png
6639,images2\04174.png,labels2\04174.png
2676,images10\22677.png,labels10\22677.png
14813,images5\12348.png,labels5\12348.png
16672,images6\14207.png,labels6\14207.png
8110,images3\05645.png,labels3\05645.png
3284,images10\23285.png,labels10\23285.png
20726,images8\18261.png,labels8\18261.png
5237,images2\02772.png,labels2\02772.png
20861,images8\18396.png,labels8\18396.png
1846,images1\01847.png,labels1\01847.png
19484,images7\17019.png,labels7\17019.png
50,images1\00051.png,labels1\00051.png
14651,images5\12186.png,labels5\12186.png
547,images1\00548.png,labels1\00548.png
2693,images10\22694.png,labels10\22694.png
23389,images9\20924.png,labels9\20924.png
8963,images3\06498.png,labels3\06498.png
17863,images7\15398.png,labels7\15398.png
21097,images8\18632.png,labels8\18632.png
15812,images6\13347.png,labels6\13347.png
1579,images1\01580.png,labels1\01580.png
15058,images6\12593.png,labels6\12593.png
21199,images8\18734.png,labels8\18734.png
22164,images8\19699.png,labels8\19699.png
16438,images6\13973.png,labels6\13973.png
19041,images7\16576.png,labels7\16576.png
15452,images6\12987.png,labels6\12987.png
17804,images7\15339.png,labels7\15339.png
4753,images10\24754.png,labels10\24754.png
15965,images6\13500.png,labels6\13500.png
21645,images8\19180.png,labels8\19180.png
11670,images4\09205.png,labels4\09205.png
18992,images7\16527.png,labels7\16527.png
21201,images8\18736.png,labels8\18736.png
11642,images4\09177.png,labels4\09177.png
22238,images8\19773.png,labels8\19773.png
13718,images5\11253.png,labels5\11253.png
24552,images9\22087.png,labels9\22087.png
14156,images5\11691.png,labels5\11691.png
20590,images8\18125.png,labels8\18125.png
4523,images10\24524.png,labels10\24524.png
9384,images3\06919.png,labels3\06919.png
4110,images10\24111.png,labels10\24111.png
10734,images4\08269.png,labels4\08269.png
15573,images6\13108.png,labels6\13108.png
24198,images9\21733.png,labels9\21733.png
14038,images5\11573.png,labels5\11573.png
24556,images9\22091.png,labels9\22091.png
17641,images7\15176.png,labels7\15176.png
11680,images4\09215.png,labels4\09215.png
14175,images5\11710.png,labels5\11710.png
11159,images4\08694.png,labels4\08694.png
17616,images7\15151.png,labels7\15151.png
14979,images6\12514.png,labels6\12514.png
1438,images1\01439.png,labels1\01439.png
16505,images6\14040.png,labels6\14040.png
23552,images9\21087.png,labels9\21087.png
